paper_title,paper_url,paper_arxiv_id,repo_url,is_official,framework,readmeUrl,requirementsUrl,requirementsLastCommitDate,mostProminentLanguage,stars,lastCommitDate,contributors
Virtual to Real Reinforcement Learning for Autonomous Driving,https://paperswithcode.com/paper/virtual-to-real-reinforcement-learning-for,1704.03952,https://github.com/alexdominguez09/pedestrian_direction,false,none,https://raw.githubusercontent.com/alexdominguez09/pedestrian_direction/master/README.md,requirements.txt not found,None,C++,0,2019-02-18T19:42:45Z,https://github.com/alexdominguez09
Bayesian Neural Networks for Genetic Association Studies of Complex Disease,https://paperswithcode.com/paper/bayesian-neural-networks-for-genetic,1404.3989,https://github.com/beamandrew/BNN,true,none,https://raw.githubusercontent.com/beamandrew/BNN/master/README.md,requirements.txt not found,None,Python,41,2015-01-28T17:44:49Z,https://github.com/beamandrew
Precursors of fluidisation in the creep response of a soft glass,https://paperswithcode.com/paper/precursors-of-fluidisation-in-the-creep,1807.04330,https://github.com/merrygoat/creep-sheared-gels,false,none,https://raw.githubusercontent.com/merrygoat/creep-sheared-gels/master/README.md,requirements.txt not found,None,Python,6,2020-04-27T07:10:23Z,https://github.com/merrygoat
Benchmarking Deep Reinforcement Learning for Continuous Control,https://paperswithcode.com/paper/benchmarking-deep-reinforcement-learning-for,1604.06778,https://github.com/rlworkgroup/garage,false,tf,https://raw.githubusercontent.com/rlworkgroup/garage/master/README.md,requirements.txt not found,None,Python,1854,2023-01-04T06:06:27Z,"https://github.com/ryanjulian, https://github.com/krzentner, https://github.com/dementrock, https://github.com/gitanshu, https://github.com/ahtsan, https://github.com/yeukfu, https://github.com/zequnyu, https://github.com/jonashen, https://github.com/naeioi, https://github.com/CatherineSue, https://github.com/avnishn, https://github.com/maliesa96, https://github.com/irisliucy, https://github.com/AiRuiChen, https://github.com/zhanpenghe, https://github.com/ziyiwu9494, https://github.com/lywong92, https://github.com/nish21, https://github.com/hejia-zhang, https://github.com/utkarshjp7, https://github.com/yonghyuc, https://github.com/vitchyr, https://github.com/haydenshively, https://github.com/nicolengsy, https://github.com/sytham, https://github.com/Breakend, https://github.com/cjcchen, https://github.com/pelillian, https://github.com/gautams3, https://github.com/cheng-kevin"
U-Net: Convolutional Networks for Biomedical Image Segmentation,https://paperswithcode.com/paper/u-net-convolutional-networks-for-biomedical,1505.04597,https://github.com/ugent-korea/pytorch-unet-segmentation,false,pytorch,https://raw.githubusercontent.com/ugent-korea/pytorch-unet-segmentation/master/README.md,requirements.txt not found,None,Python,197,2019-02-26T11:05:29Z,"https://github.com/juhlee, https://github.com/mijeongl, https://github.com/PyeongKim, https://github.com/utkuozbulak"
FAST-PT: a novel algorithm to calculate convolution integrals in cosmological perturbation theory,https://paperswithcode.com/paper/fast-pt-a-novel-algorithm-to-calculate,1603.04826,https://github.com/JoeMcEwen/FAST-PT,true,none,https://raw.githubusercontent.com/JoeMcEwen/FAST-PT/master/README.md,requirements.txt not found,None,Python,20,2024-07-12T10:10:36Z,"https://github.com/jablazek, https://github.com/JoeMcEwen, https://github.com/xfangcosmo, https://github.com/shivampcosmo, https://github.com/beckermr, https://github.com/hsinfan1996"
In Search of Robust Measures of Generalization,https://paperswithcode.com/paper/in-search-of-robust-measures-of,2010.11924,https://github.com/nitarshan/robust-generalization-measures,true,pytorch,https://raw.githubusercontent.com/nitarshan/robust-generalization-measures/master/README.md,https://raw.githubusercontent.com/nitarshan/robust-generalization-measures/master/requirements.txt,2020-12-22T01:46:32Z,Python,28,2020-12-22T01:46:32Z,"https://github.com/aldro61, https://github.com/nitarshan"
Semantic Neural Machine Translation using AMR,https://paperswithcode.com/paper/semantic-neural-machine-translation-using-amr,1902.07282,https://github.com/freesunshine0316/semantic-nmt,true,tf,https://raw.githubusercontent.com/freesunshine0316/semantic-nmt/master/README.md,requirements.txt not found,None,Python,26,2020-06-18T01:15:24Z,https://github.com/freesunshine0316
ShuffleNet: An Extremely Efficient Convolutional Neural Network for Mobile Devices,https://paperswithcode.com/paper/shufflenet-an-extremely-efficient,1707.01083,https://github.com/MrRen-sdhm/Embedded_Multi_Object_Detection_CNN,false,tf,https://raw.githubusercontent.com/MrRen-sdhm/Embedded_Multi_Object_Detection_CNN/master/README.md,requirements.txt not found,None,Python,6,2018-08-04T14:35:54Z,https://github.com/MrRen-sdhm
3D LiDAR and Stereo Fusion using Stereo Matching Network with Conditional Cost Volume Normalization,https://paperswithcode.com/paper/3d-lidar-and-stereo-fusion-using-stereo,1904.02917,https://github.com/zswang666/Stereo-LiDAR-CCVNorm,false,pytorch,https://raw.githubusercontent.com/zswang666/Stereo-LiDAR-CCVNorm/master/README.md,requirements.txt not found,None,Python,85,2019-06-21T20:49:33Z,"https://github.com/zswang666, https://github.com/eborboihuc"
Uncovering convolutional neural network decisions for diagnosing multiple sclerosis on conventional MRI using layer-wise relevance propagation,https://paperswithcode.com/paper/uncovering-convolutional-neural-network,1904.08771,https://github.com/derEitel/explainableMS,true,tf,https://raw.githubusercontent.com/derEitel/explainableMS/master/README.md,requirements.txt not found,None,Jupyter Notebook,9,2022-02-07T22:43:07Z,https://github.com/derEitel
Artificial Color Constancy via GoogLeNet with Angular Loss Function,https://paperswithcode.com/paper/artificial-color-constancy-via-googlenet-with,1811.08456,https://github.com/acecreamu/color-constancy-googlenet,true,none,https://raw.githubusercontent.com/acecreamu/color-constancy-googlenet/master/README.md,requirements.txt not found,None,MATLAB,21,2019-05-01T17:13:42Z,https://github.com/acecreamu
A Multimodal Anomaly Detector for Robot-Assisted Feeding Using an LSTM-based Variational Autoencoder,https://paperswithcode.com/paper/a-multimodal-anomaly-detector-for-robot,1711.00614,https://github.com/freedombenLiu/RNN-Time-series-Anomaly-Detection,false,pytorch,https://raw.githubusercontent.com/freedombenLiu/RNN-Time-series-Anomaly-Detection/master/README.md,https://raw.githubusercontent.com/freedombenLiu/RNN-Time-series-Anomaly-Detection/master/requirements.txt,2018-04-26T08:37:55Z,Python,18,2019-01-31T02:12:00Z,
An Extensive Study on Adversarial Attack against Pre-trained Models of Code,https://paperswithcode.com/paper/an-extensive-study-on-adversarial-attack,2311.07553,https://github.com/cgcl-codes/attack_ptmc,true,pytorch,https://raw.githubusercontent.com/cgcl-codes/attack_ptmc/main/README.md,https://raw.githubusercontent.com/cgcl-codes/attack_ptmc/main/requirements.txt,2023-08-22T12:05:17Z,Python,10,2024-02-19T04:49:29Z,"https://github.com/xhdu, https://github.com/FL-Bug"
Learning to Generate Reviews and Discovering Sentiment,https://paperswithcode.com/paper/learning-to-generate-reviews-and-discovering,1704.01444,https://github.com/openai/generating-reviews-discovering-sentiment,false,tf,https://raw.githubusercontent.com/openai/generating-reviews-discovering-sentiment/master/README.md,requirements.txt not found,None,Python,1508,2018-11-22T00:38:20Z,"https://github.com/openai-sys-okta-integration, https://github.com/embreinhardt, https://github.com/christopherhesse, https://github.com/Newmu"
Attribution of Gradient Based Adversarial Attacks for Reverse Engineering of Deceptions,https://paperswithcode.com/paper/attribution-of-gradient-based-adversarial,2103.11002,https://github.com/michael-goebel/ei_red,true,pytorch,https://raw.githubusercontent.com/michael-goebel/ei_red/master/README.md,https://raw.githubusercontent.com/michael-goebel/ei_red/master/requirements.txt,2021-01-07T14:26:52Z,Python,1,2021-04-08T21:37:22Z,https://github.com/michael-goebel
Change Detection between Multimodal Remote Sensing Data Using Siamese CNN,https://paperswithcode.com/paper/change-detection-between-multimodal-remote,1807.09562,https://github.com/lazharkhelifi/deeplearning_changedetection_remotesensing_review,false,none,https://raw.githubusercontent.com/lazharkhelifi/deeplearning_changedetection_remotesensing_review/master/README.md,requirements.txt not found,None,PostScript,41,2020-07-05T14:31:33Z,https://github.com/lazharkhelifi
Deep Learning for Change Detection in Remote Sensing Images: Comprehensive Review and Meta-Analysis,https://paperswithcode.com/paper/deep-learning-for-change-detection-in-remote,2006.05612,https://github.com/lazharkhelifi/deeplearning_changedetection_remotesensing_review,false,none,https://raw.githubusercontent.com/lazharkhelifi/deeplearning_changedetection_remotesensing_review/master/README.md,requirements.txt not found,None,PostScript,41,2020-07-05T14:31:33Z,https://github.com/lazharkhelifi
Adversarially Learned Anomaly Detection,https://paperswithcode.com/paper/adversarially-learned-anomaly-detection,1812.02288,https://github.com/houssamzenati/Adversarially-Learned-Anomaly-Detection,true,tf,https://raw.githubusercontent.com/houssamzenati/Adversarially-Learned-Anomaly-Detection/master/README.md,https://raw.githubusercontent.com/houssamzenati/Adversarially-Learned-Anomaly-Detection/master/requirements.txt,2018-12-06T01:46:28Z,Jupyter Notebook,134,2019-03-25T14:38:40Z,
HomotopyContinuation.jl: A package for homotopy continuation in Julia,https://paperswithcode.com/paper/homotopycontinuationjl-a-package-for-homotopy,1711.10911,https://github.com/UnofficialJuliaMirror/HomotopyContinuation.jl-f213a82b-91d6-5c5d-acf7-10f1c761b327,false,none,https://raw.githubusercontent.com/UnofficialJuliaMirror/HomotopyContinuation.jl-f213a82b-91d6-5c5d-acf7-10f1c761b327/master/README.md,requirements.txt not found,None,Julia,0,2019-11-08T08:14:47Z,"https://github.com/saschatimme, https://github.com/PBrdng, https://github.com/blegat, https://github.com/chriscoey, https://github.com/devmotion, https://github.com/KristofferC, https://github.com/kemalrose"
StaQC: A Systematically Mined Question-Code Dataset from Stack Overflow,https://paperswithcode.com/paper/staqc-a-systematically-mined-question-code,1803.09371,https://github.com/LittleYUYU/StackOverflow-Question-Code-Dataset,true,tf,https://raw.githubusercontent.com/LittleYUYU/StackOverflow-Question-Code-Dataset/master/README.md,requirements.txt not found,None,Python,165,2021-08-28T14:37:21Z,https://github.com/LittleYUYU
MobileFaceNets: Efficient CNNs for Accurate Real-Time Face Verification on Mobile Devices,https://paperswithcode.com/paper/mobilefacenets-efficient-cnns-for-accurate,1804.07573,https://github.com/yule-li/MassFace,false,tf,https://raw.githubusercontent.com/yule-li/MassFace/master/README.md,requirements.txt not found,None,Python,56,2019-09-27T08:33:30Z,"https://github.com/yuzhile, https://github.com/yule-li"
Local Patch AutoAugment with Multi-Agent Collaboration,https://paperswithcode.com/paper/patch-autoaugment,2103.11099,https://github.com/kornia/kornia,false,pytorch,https://raw.githubusercontent.com/kornia/kornia/main/README.md,requirements.txt not found,None,Python,9773,2024-09-02T21:37:48Z,"https://github.com/edgarriba, https://github.com/ducha-aiki, https://github.com/johnnv1, https://github.com/shijianjian, https://github.com/apps/pre-commit-ci, https://github.com/dvd42, https://github.com/apps/dependabot, https://github.com/cjpurackal, https://github.com/Pulkit-Khandelwal, https://github.com/ananyamukh6, https://github.com/HassanAlsamahi, https://github.com/apps/deepsource-autofix, https://github.com/lferraz, https://github.com/ashnair1, https://github.com/nitaifingerhut, https://github.com/miquelmarti, https://github.com/gau-nernst, https://github.com/kshitij12345, https://github.com/carlosb1, https://github.com/thatbrguy, https://github.com/FGeri, https://github.com/Borda, https://github.com/jiangwei221, https://github.com/vgilabert94, https://github.com/cclauss, https://github.com/ChristophReich1996, https://github.com/ceroytres, https://github.com/jatentaki, https://github.com/Wizaron, https://github.com/pmeier"
CutMix: Regularization Strategy to Train Strong Classifiers with Localizable Features,https://paperswithcode.com/paper/cutmix-regularization-strategy-to-train,1905.04899,https://github.com/kornia/kornia,false,pytorch,https://raw.githubusercontent.com/kornia/kornia/main/README.md,requirements.txt not found,None,Python,9773,2024-09-02T21:37:48Z,"https://github.com/edgarriba, https://github.com/ducha-aiki, https://github.com/johnnv1, https://github.com/shijianjian, https://github.com/apps/pre-commit-ci, https://github.com/dvd42, https://github.com/apps/dependabot, https://github.com/cjpurackal, https://github.com/Pulkit-Khandelwal, https://github.com/ananyamukh6, https://github.com/HassanAlsamahi, https://github.com/apps/deepsource-autofix, https://github.com/lferraz, https://github.com/ashnair1, https://github.com/nitaifingerhut, https://github.com/miquelmarti, https://github.com/gau-nernst, https://github.com/kshitij12345, https://github.com/carlosb1, https://github.com/thatbrguy, https://github.com/FGeri, https://github.com/Borda, https://github.com/jiangwei221, https://github.com/vgilabert94, https://github.com/cclauss, https://github.com/ChristophReich1996, https://github.com/ceroytres, https://github.com/jatentaki, https://github.com/Wizaron, https://github.com/pmeier"
Conditional Generative Adversarial Nets,https://paperswithcode.com/paper/conditional-generative-adversarial-nets,1411.1784,https://github.com/dineshzende/awesome-deep-learning-resources,false,tf,https://raw.githubusercontent.com/dineshzende/awesome-deep-learning-resources/master/README.md,requirements.txt not found,None,No language detected,6,2018-08-12T02:02:42Z,"https://github.com/endymecy, https://github.com/isikdogan, https://github.com/outlace, https://github.com/divamgupta, https://github.com/ppuliu, https://github.com/Naman-Bhalla"
Playing Atari with Deep Reinforcement Learning,https://paperswithcode.com/paper/playing-atari-with-deep-reinforcement,1312.5602,https://github.com/alfredvc/paac,false,tf,https://raw.githubusercontent.com/alfredvc/paac/master/README.md,requirements.txt not found,None,Python,206,2017-06-03T17:27:10Z,https://github.com/Alfredvc
mixup: Beyond Empirical Risk Minimization,https://paperswithcode.com/paper/mixup-beyond-empirical-risk-minimization,1710.09412,https://github.com/kornia/kornia,false,pytorch,https://raw.githubusercontent.com/kornia/kornia/main/README.md,requirements.txt not found,None,Python,9773,2024-09-02T21:37:48Z,"https://github.com/edgarriba, https://github.com/ducha-aiki, https://github.com/johnnv1, https://github.com/shijianjian, https://github.com/apps/pre-commit-ci, https://github.com/dvd42, https://github.com/apps/dependabot, https://github.com/cjpurackal, https://github.com/Pulkit-Khandelwal, https://github.com/ananyamukh6, https://github.com/HassanAlsamahi, https://github.com/apps/deepsource-autofix, https://github.com/lferraz, https://github.com/ashnair1, https://github.com/nitaifingerhut, https://github.com/miquelmarti, https://github.com/gau-nernst, https://github.com/kshitij12345, https://github.com/carlosb1, https://github.com/thatbrguy, https://github.com/FGeri, https://github.com/Borda, https://github.com/jiangwei221, https://github.com/vgilabert94, https://github.com/cclauss, https://github.com/ChristophReich1996, https://github.com/ceroytres, https://github.com/jatentaki, https://github.com/Wizaron, https://github.com/pmeier"
Distributionally Robust Federated Averaging,https://paperswithcode.com/paper/distributionally-robust-federated-averaging-1,2102.12660,https://github.com/MLOPTPSU/FedTorch,true,pytorch,https://raw.githubusercontent.com/MLOPTPSU/FedTorch/main/README.md,https://raw.githubusercontent.com/MLOPTPSU/FedTorch/main/requirements.txt,2021-01-24T17:52:52Z,Python,183,2021-07-14T06:25:42Z,https://github.com/mmkamani7
Talk Proposal: Towards the Realistic Evaluation of Evasion Attacks using CARLA,https://paperswithcode.com/paper/190412622,1904.12622,https://github.com/shangtse/robust-physical-attack,false,tf,https://raw.githubusercontent.com/shangtse/robust-physical-attack/master/README.md,requirements.txt not found,None,Jupyter Notebook,155,2020-01-13T21:08:58Z,"https://github.com/shangtse, https://github.com/dxoigmn, https://github.com/polochau"
ShapeShifter: Robust Physical Adversarial Attack on Faster R-CNN Object Detector,https://paperswithcode.com/paper/shapeshifter-robust-physical-adversarial,1804.05810,https://github.com/shangtse/robust-physical-attack,true,tf,https://raw.githubusercontent.com/shangtse/robust-physical-attack/master/README.md,requirements.txt not found,None,Jupyter Notebook,155,2020-01-13T21:08:58Z,"https://github.com/shangtse, https://github.com/dxoigmn, https://github.com/polochau"
Proximal Policy Optimization Algorithms,https://paperswithcode.com/paper/proximal-policy-optimization-algorithms,1707.06347,https://github.com/jsztompka/MultiAgent-PPO,false,pytorch,https://raw.githubusercontent.com/jsztompka/MultiAgent-PPO/master/README.md,requirements.txt not found,None,ASP,28,2019-01-09T18:09:59Z,https://github.com/jsztompka
Playing Atari with Deep Reinforcement Learning,https://paperswithcode.com/paper/playing-atari-with-deep-reinforcement,1312.5602,https://github.com/harvitronix/reinforcement-learning-car,false,none,https://raw.githubusercontent.com/harvitronix/reinforcement-learning-car/master/README.md,requirements.txt not found,None,Python,489,2017-09-27T06:11:18Z,"https://github.com/harvitronix, https://github.com/carriojazz, https://github.com/Microos"
Boosting Black Box Variational Inference,https://paperswithcode.com/paper/boosting-black-box-variational-inference,1806.02185,https://github.com/ratschlab/boosting-bbvi,true,tf,https://raw.githubusercontent.com/ratschlab/boosting-bbvi/master/README.md,https://raw.githubusercontent.com/ratschlab/boosting-bbvi/master/requirements.txt,2018-07-26T09:49:15Z,Python,7,2020-09-15T11:41:36Z,https://github.com/gideonite
Deep Learning: A Critical Appraisal,https://paperswithcode.com/paper/deep-learning-a-critical-appraisal,1801.00631,https://github.com/astoycos/Mini_Project2,false,tf,https://raw.githubusercontent.com/astoycos/Mini_Project2/master/README.md,requirements.txt not found,None,Python,0,2018-10-26T16:26:45Z,
Selective Clustering Annotated using Modes of Projections,https://paperswithcode.com/paper/selective-clustering-annotated-using-modes-of,1807.10328,https://github.com/RGLab/scamp,true,none,https://raw.githubusercontent.com/RGLab/scamp/master/README.md,requirements.txt not found,None,C++,10,2020-05-19T17:53:59Z,https://github.com/evangreene
Object Detection with Pixel Intensity Comparisons Organized in Decision Trees,https://paperswithcode.com/paper/object-detection-with-pixel-intensity,1305.4537,https://github.com/magicsunday/pico,false,none,https://raw.githubusercontent.com/magicsunday/pico/master/README.md,requirements.txt not found,None,PHP,0,2018-11-25T19:16:21Z,https://github.com/magicsunday
Knowledge Guided Disambiguation for Large-Scale Scene Classification with Multi-Resolution CNNs,https://paperswithcode.com/paper/knowledge-guided-disambiguation-for-large,1610.01119,https://github.com/wanglimin/MRCNN-Scene-Recognition,true,none,https://raw.githubusercontent.com/wanglimin/MRCNN-Scene-Recognition/master/README.md,requirements.txt not found,None,MATLAB,138,2018-10-26T13:49:01Z,"https://github.com/wanglimin, https://github.com/lmwang9527, https://github.com/demianzhang"
Deep Residual Learning for Image Recognition,https://paperswithcode.com/paper/deep-residual-learning-for-image-recognition,1512.03385,https://github.com/astoycos/Mini_Project2,false,tf,https://raw.githubusercontent.com/astoycos/Mini_Project2/master/README.md,requirements.txt not found,None,Python,0,2018-10-26T16:26:45Z,
Supervised Topic Models,https://paperswithcode.com/paper/supervised-topic-models,1003.0783,https://github.com/labixiaoK/lda,false,none,https://raw.githubusercontent.com/labixiaoK/lda/master/README.md,requirements.txt not found,None,Jupyter Notebook,3,2018-09-11T16:54:19Z,https://github.com/labixiaoK
Domain-Adversarial Training of Neural Networks,https://paperswithcode.com/paper/domain-adversarial-training-of-neural,1505.07818,https://github.com/ShichengChen/Domain-Adversarial-Training-of-Neural-Networks,false,pytorch,https://raw.githubusercontent.com/ShichengChen/Domain-Adversarial-Training-of-Neural-Networks/master/README.md,requirements.txt not found,None,Jupyter Notebook,60,2018-07-03T07:20:57Z,https://github.com/ShichengChen
What Uncertainties Do We Need in Bayesian Deep Learning for Computer Vision?,https://paperswithcode.com/paper/what-uncertainties-do-we-need-in-bayesian,1703.04977,https://github.com/pmorerio/dl-uncertainty,false,tf,https://raw.githubusercontent.com/pmorerio/dl-uncertainty/master/README.md,requirements.txt not found,None,Python,207,2019-12-19T18:32:28Z,https://github.com/pmorerio
SphereFace: Deep Hypersphere Embedding for Face Recognition,https://paperswithcode.com/paper/sphereface-deep-hypersphere-embedding-for,1704.08063,https://github.com/zuoqing1988/mobile-sphereface-caffe,false,tf,https://raw.githubusercontent.com/zuoqing1988/mobile-sphereface-caffe/master/README.md,requirements.txt not found,None,Jupyter Notebook,9,2018-08-06T06:46:58Z,https://github.com/zuoqing1988
"YOLO9000: Better, Faster, Stronger",https://paperswithcode.com/paper/yolo9000-better-faster-stronger,1612.08242,https://github.com/kyunghwan/darknet_v3,false,none,https://raw.githubusercontent.com/kyunghwan/darknet_v3/master/README.md,requirements.txt not found,None,Shell,0,2019-07-18T01:10:20Z,"https://github.com/AlexeyAB, https://github.com/pjreddie, https://github.com/tinohager, https://github.com/kyunghwan, https://github.com/tigerhawkvok, https://github.com/IlyaOvodov, https://github.com/vinjn, https://github.com/judwhite, https://github.com/AvenSun, https://github.com/oldgalileo, https://github.com/adesun, https://github.com/bgasiorzewski, https://github.com/bonzoq, https://github.com/NadeenUdantha, https://github.com/timonsku, https://github.com/PuneetKohli, https://github.com/rakeshjasti, https://github.com/Rus-L, https://github.com/jinyu121, https://github.com/salbatron, https://github.com/sivagnanamn, https://github.com/stereomatchingkiss"
Instance Normalization: The Missing Ingredient for Fast Stylization,https://paperswithcode.com/paper/instance-normalization-the-missing-ingredient,1607.08022,https://github.com/hollygrimm/cyclegan-keras-art-attrs,false,none,https://raw.githubusercontent.com/hollygrimm/cyclegan-keras-art-attrs/master/README.md,requirements.txt not found,None,Python,5,2018-11-23T21:54:07Z,https://github.com/hollygrimm
A Discourse-Level Named Entity Recognition and Relation Extraction Dataset for Chinese Literature Text,https://paperswithcode.com/paper/a-discourse-level-named-entity-recognition,1711.07010,https://github.com/lancopku/Chinese-Literature-NER-RE-Dataset,true,none,https://raw.githubusercontent.com/lancopku/Chinese-Literature-NER-RE-Dataset/master/README.md,requirements.txt not found,None,No language detected,404,2018-05-14T02:24:08Z,"https://github.com/jingjingxupku, https://github.com/imwebson"
Effective Adversarial Regularization for Neural Machine Translation,https://paperswithcode.com/paper/effective-adversarial-regularization-for,,https://github.com/pfnet-research/vat_nmt,false,none,https://raw.githubusercontent.com/pfnet-research/vat_nmt/master/README.md,requirements.txt not found,None,Python,21,2020-01-11T07:11:41Z,"https://github.com/aonotas, https://github.com/butsugiri"
Few-Example Object Detection with Model Communication,https://paperswithcode.com/paper/few-example-object-detection-with-model,1706.08249,https://github.com/D-X-Y/DXY-Projects/tree/master/MSPLD,false,none,https://raw.githubusercontent.com/D-X-Y/DXY-Projects/master/README.md,requirements.txt not found,None,C++,89,2023-07-11T18:56:46Z,https://github.com/D-X-Y
Polite Dialogue Generation Without Parallel Data,https://paperswithcode.com/paper/polite-dialogue-generation-without-parallel,1805.03162,https://github.com/WolfNiu/polite-dialogue-generation,false,tf,https://raw.githubusercontent.com/WolfNiu/polite-dialogue-generation/master/README.md,requirements.txt not found,None,Python,24,2018-11-24T18:01:43Z,https://github.com/WolfNiu
nuScenes: A multimodal dataset for autonomous driving,https://paperswithcode.com/paper/nuscenes-a-multimodal-dataset-for-autonomous,1903.11027,https://github.com/traveller59/second.pytorch,false,pytorch,https://raw.githubusercontent.com/traveller59/second.pytorch/master/README.md,requirements.txt not found,None,Python,1716,2022-10-14T08:03:09Z,"https://github.com/traveller59, https://github.com/dashidhy, https://github.com/FindDefinition"
MobileNetV2: Inverted Residuals and Linear Bottlenecks,https://paperswithcode.com/paper/mobilenetv2-inverted-residuals-and-linear,1801.04381,https://github.com/yumaloop/mobilenetV2-cifar,false,tf,https://raw.githubusercontent.com/yumaloop/mobilenetV2-cifar/master/README.md,requirements.txt not found,None,Python,16,2018-08-27T10:13:53Z,https://github.com/yumaloop
Character-Aware Neural Language Models,https://paperswithcode.com/paper/character-aware-neural-language-models,1508.06615,https://github.com/SeonbeomKim/TensorFlow-lstm-char-cnn,false,tf,https://raw.githubusercontent.com/SeonbeomKim/TensorFlow-lstm-char-cnn/master/README.md,requirements.txt not found,None,Python,6,2018-12-14T16:37:57Z,https://github.com/SeonbeomKim
Bayesian graphical compositional regression for microbiome data,https://paperswithcode.com/paper/bayesian-graphical-compositional-regression,1712.04723,https://github.com/MaStatLab/BGCR,true,none,https://raw.githubusercontent.com/MaStatLab/BGCR/master/README.md,requirements.txt not found,None,R,4,2019-11-24T07:48:47Z,https://github.com/lm186
ASNI: Adaptive Structured Noise Injection for shallow and deep neural networks,https://paperswithcode.com/paper/190909819,1909.09819,https://github.com/BeyremKh/ASNI,true,none,https://raw.githubusercontent.com/BeyremKh/ASNI/master/README.md,requirements.txt not found,None,HTML,2,2019-05-17T16:06:28Z,"https://github.com/BeyremKh, https://github.com/jcboyd"
Do Android Taint Analysis Tools Keep their Promises?,https://paperswithcode.com/paper/do-android-taint-analysis-tools-keep-their,1804.02903,https://github.com/FoelliX/AQL-System,false,none,https://raw.githubusercontent.com/FoelliX/AQL-System/master/README.md,requirements.txt not found,None,Java,13,2022-01-11T10:53:38Z,"https://github.com/FoelliX, https://github.com/apps/dependabot"
Decoupled Weight Decay Regularization,https://paperswithcode.com/paper/decoupled-weight-decay-regularization,1711.05101,https://github.com/JakobHavtorn/nn,false,pytorch,https://raw.githubusercontent.com/JakobHavtorn/nn/master/README.md,requirements.txt not found,None,Python,3,2020-09-19T13:59:01Z,https://github.com/JakobHavtorn
GAz: A Genetic Algorithm for Photometric Redshift Estimation,https://paperswithcode.com/paper/gaz-a-genetic-algorithm-for-photometric,1412.5997,https://github.com/rbrthogan/GAz,true,none,https://raw.githubusercontent.com/rbrthogan/GAz/master/README.md,requirements.txt not found,None,Python,1,2015-04-01T13:32:22Z,https://github.com/rbrthogan
Continual Learning for Sentence Representations Using Conceptors,https://paperswithcode.com/paper/continual-learning-for-sentence,1904.09187,https://github.com/liutianlin0121/contSentEmbed,true,none,https://raw.githubusercontent.com/liutianlin0121/contSentEmbed/master/README.md,requirements.txt not found,None,Jupyter Notebook,4,2019-04-24T14:13:47Z,https://github.com/liutianlin0121
Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network,https://paperswithcode.com/paper/real-time-single-image-and-video-super,1609.05158,https://github.com/kingcheng2000/GAN,false,none,https://raw.githubusercontent.com/kingcheng2000/GAN/master/README.md,requirements.txt not found,None,No language detected,0,2016-12-16T16:05:16Z,"https://github.com/soumith, https://github.com/zdx3578"
Query2Label: A Simple Transformer Way to Multi-Label Classification,https://paperswithcode.com/paper/query2label-a-simple-transformer-way-to-multi,2107.10834,https://github.com/averyfallson/rmffn,false,pytorch,https://raw.githubusercontent.com/averyfallson/rmffn/main/README.md,requirements.txt not found,None,Python,1,2023-09-18T02:04:36Z,https://github.com/AveryFallson
"Deformable ConvNets v2: More Deformable, Better Results",https://paperswithcode.com/paper/deformable-convnets-v2-more-deformable-better,1811.11168,https://github.com/qilei123/fpn_crop,false,mxnet,https://raw.githubusercontent.com/qilei123/fpn_crop/master/README.md,https://raw.githubusercontent.com/qilei123/fpn_crop/master/requirements.txt,2017-10-27T18:42:33Z,Python,1,2019-03-01T21:22:35Z,"https://github.com/qilei123, https://github.com/YuwenXiong, https://github.com/daijifeng001, https://github.com/HaozhiQi, https://github.com/gd-zhang, https://github.com/stupidZZ, https://github.com/ancientmooner, https://github.com/taokong, https://github.com/terrychenism, https://github.com/liyi14, https://github.com/bl0"
R-FCN: Object Detection via Region-based Fully Convolutional Networks,https://paperswithcode.com/paper/r-fcn-object-detection-via-region-based-fully,1605.06409,https://github.com/qilei123/fpn_crop,false,mxnet,https://raw.githubusercontent.com/qilei123/fpn_crop/master/README.md,https://raw.githubusercontent.com/qilei123/fpn_crop/master/requirements.txt,2017-10-27T18:42:33Z,Python,1,2019-03-01T21:22:35Z,"https://github.com/qilei123, https://github.com/YuwenXiong, https://github.com/daijifeng001, https://github.com/HaozhiQi, https://github.com/gd-zhang, https://github.com/stupidZZ, https://github.com/ancientmooner, https://github.com/taokong, https://github.com/terrychenism, https://github.com/liyi14, https://github.com/bl0"
Zoneout: Regularizing RNNs by Randomly Preserving Hidden Activations,https://paperswithcode.com/paper/zoneout-regularizing-rnns-by-randomly,1606.01305,https://github.com/WelkinYang/Zoneout-Pytorch,false,pytorch,https://raw.githubusercontent.com/WelkinYang/Zoneout-Pytorch/master/README.md,requirements.txt not found,None,Python,9,2019-01-22T03:02:09Z,https://github.com/WelkinYang
Sharpness-aware Low dose CT denoising using conditional generative adversarial network,https://paperswithcode.com/paper/sharpness-aware-low-dose-ct-denoising-using,1708.06453,https://github.com/BH94/cGANs-tensorflow-Python,false,tf,https://raw.githubusercontent.com/BH94/cGANs-tensorflow-Python/master/README.md,https://raw.githubusercontent.com/BH94/cGANs-tensorflow-Python/master/requirements.txt,2022-09-29T01:53:15Z,Jupyter Notebook,1,2022-09-29T01:53:30Z,"https://github.com/youthfulhps, https://github.com/apps/dependabot"
